,Accommodates,Accuracy,Air Conditioning,Bathrooms,Bed type,Bedrooms,Beds,Breakfast,Buzzer/Wireless Intercom,Cable TV,Cancellation,Carbon Monoxide Detector,Check In,Check Out,Checkin,Cleaning_Fee,Cleanliness,Communication,Doorman,Dryer,Elevator in Building,Essentials,Extra_People,Family/Kid Friendly,Fire Extinguisher,First Aid Kit,Free Parking on Premises,Gym,Heating,Hot Tub,Indoor Fireplace,Internet,Kitchen,Lat,ListingID,Location,Long,Monthly_Price,Pets Allowed,Pool,Price,Property type,Safety Card,Security_Deposit,Shampoo,Smoke Detector,Smoking Allowed,Suitable for Events,TV,Title,URL,UserID,Value,Washer,Weekly_Price,Wheelchair Accessible,Wireless Internet
129,2,4.5,0,1,Real Bed,1,1,1,0,0,Moderate,0,Not Found,Not Found,5.0,Not Found,4.5,5.0,0,1,1,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.84769425002732,4546034,4.0,-73.93512343556873,Not Found,0,1,75,Apartment,1,$150,0,1,0,1,1,1BR by 1&A trains,https://www.airbnb.com/rooms/4546034,23570593,4.0,1,Not Found,1,1
130,6,Not Found,1,1,Not Found,2,4,1,0,0,Strict,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,1,1,No Charge,1,1,1,0,1,1,0,0,1,1,40.7727481512413,6749156,Not Found,-73.98784658771129,Not Found,0,1,349,Apartment,1,Not Found,1,1,0,1,0,Columbus Circle 2BR! - New/Clean,https://www.airbnb.com/rooms/6749156,35336625,Not Found,1,Not Found,1,1
131,2,5.0,1,1,Real Bed,1,1,1,1,1,Strict,1,2:00 PM,12:00 PM (noon),5.0,$50,5.0,5.0,0,1,1,1,$20 / night after the first guest,0,1,1,0,1,1,0,0,1,1,40.851264317462494,5975179,5.0,-73.93578206436138,Not Found,0,1,95,Apartment,1,$300,1,1,1,1,1,"Private BR, Artistic & Bright apt",https://www.airbnb.com/rooms/5975179,9919894,5.0,1,Not Found,1,1
132,6,4.0,1,1,Not Found,1,3,1,0,0,Strict,0,3:00 PM,11:00 AM,4.5,$120,4.5,4.5,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,0,1,40.745463140822125,779001,4.5,-73.99206988062457,Not Found,0,1,275,Apartment,1,$500,0,0,0,1,0,Chelsea Loft Great For Families,https://www.airbnb.com/rooms/779001,290104,4.0,1,Not Found,1,1
133,2,5.0,1,2,Pull-out Sofa,1,1,1,1,1,Moderate,1,3:00 PM,11:00 AM,5.0,$20,4.5,4.5,1,1,1,1,$10 / night after the first guest,0,0,1,0,1,1,0,0,1,1,40.764193857770586,535237,5.0,-73.99449379940346,$1985,0,1,69,Apartment,1,$300,0,1,0,1,0,Times Sq/HK/Midtown Flat,https://www.airbnb.com/rooms/535237,2290871,4.5,1,Not Found,1,1
134,2,Not Found,1,1,Real Bed,0,1,1,0,0,Flexible,0,Not Found,Not Found,Not Found,$50,Not Found,Not Found,1,1,1,1,No Charge,1,0,0,0,1,1,0,0,1,1,40.760883859450665,6206009,Not Found,-73.98461288055599,Not Found,0,1,180,Apartment,1,Not Found,1,1,0,1,1,Luxury studio close to time square,https://www.airbnb.com/rooms/6206009,57877,Not Found,1,$1150,1,1
135,4,Not Found,1,1,Real Bed,0,1,1,1,1,Moderate,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,No Charge,1,0,0,0,1,1,0,0,1,1,40.781460985977176,6692213,Not Found,-73.94829262347687,Not Found,0,1,125,Apartment,1,Not Found,0,1,0,1,1,Spacious Upper East Side Studio,https://www.airbnb.com/rooms/6692213,6847312,Not Found,1,Not Found,1,1
136,3,Not Found,0,1,Real Bed,0,1,1,1,0,Flexible,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,1,1,No Charge,0,0,0,0,1,1,0,0,0,1,40.81430703009548,7047216,Not Found,-73.93879950833671,Not Found,0,1,125,Apartment,1,Not Found,1,1,0,1,0,"Sun-filled, newly renovated studio",https://www.airbnb.com/rooms/7047216,14900880,Not Found,1,$740,1,1
137,5,5.0,1,2,Not Found,2,2,1,1,0,Moderate,0,Not Found,Not Found,5.0,$50,4.5,5.0,0,1,0,1,No Charge,1,0,0,0,1,1,0,0,0,1,40.782957642120465,3175445,5.0,-73.97741525715111,Not Found,1,1,275,Apartment,1,$200,0,0,0,1,1,2 Bed 2 Bath UWS Private Roof Terr,https://www.airbnb.com/rooms/3175445,16102417,5.0,1,$1700,1,1
138,2,Not Found,1,1,Real Bed,1,1,1,1,0,Moderate,0,5:00 PM,12:00 PM (noon),Not Found,$40,Not Found,Not Found,0,1,1,1,Not Found,1,1,0,0,1,1,0,0,1,1,40.808605406416014,6922550,Not Found,-73.93946621201047,Not Found,0,1,90,Apartment,1,Not Found,1,1,0,1,0,Big room in beautiful & new apt!,https://www.airbnb.com/rooms/6922550,24481091,Not Found,1,Not Found,1,1
139,2,4.5,1,1,Real Bed,0,1,1,0,0,Moderate,1,Not Found,Not Found,5.0,Not Found,5.0,5.0,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.7417044519103,4902593,5.0,-74.00024377058519,Not Found,0,1,120,Apartment,1,$200,1,0,0,1,0,Cute studio Chelsea/Meatpacking,https://www.airbnb.com/rooms/4902593,17441971,4.5,1,Not Found,1,1
140,2,5.0,1,1,Real Bed,1,1,1,1,1,Strict,0,2:00 PM,12:00 PM (noon),4.5,Not Found,5.0,4.5,0,1,1,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.727018697194865,4841016,5.0,-73.99383702874616,Not Found,0,1,180,Apartment,1,$200,1,0,0,1,1,Spacious Loft @Bleecker & Lafayette,https://www.airbnb.com/rooms/4841016,7262475,4.5,1,Not Found,1,1
141,2,4.5,0,1,Real Bed,1,1,1,1,0,Moderate,1,1:00 PM,11:00 AM,5.0,$60,4.5,5.0,0,1,0,1,$10 / night after the first guest,0,0,0,0,1,1,0,0,0,1,40.846210313413664,4477053,4.0,-73.9355075009042,Not Found,0,1,75,Apartment,1,Not Found,0,1,0,1,0,Modern Apt in the Heights,https://www.airbnb.com/rooms/4477053,1772284,5.0,1,Not Found,1,1
142,2,4.5,1,1.5,Real Bed,1,1,1,0,1,Moderate,0,Not Found,Not Found,5.0,$20,4.0,5.0,1,1,1,1,$20 / night after the first guest,1,0,1,0,1,1,0,0,1,1,40.798301215289456,4541089,4.0,-73.94788373022057,$2400,1,1,99,Apartment,1,Not Found,1,1,0,1,1,Amazing Bedroom on Central Park,https://www.airbnb.com/rooms/4541089,20536731,4.5,1,$600,1,1
143,2,Not Found,0,1,Real Bed,1,1,1,1,0,Flexible,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,1,1,Not Found,1,1,1,0,1,1,0,0,1,1,40.80330834386784,1843891,Not Found,-73.96508238613337,Not Found,0,1,72,Apartment,1,$100,0,1,0,1,0,Upper West Side - Private Room,https://www.airbnb.com/rooms/1843891,4138469,Not Found,1,Not Found,1,1
144,3,5.0,1,1,Not Found,1,3,1,1,0,Moderate,1,2:00 PM,12:00 PM (noon),5.0,Not Found,5.0,5.0,0,1,0,1,$15 / night after 2 guests,0,0,0,1,1,1,0,0,1,1,40.83944668194758,1732893,4.0,-73.93615493682407,Not Found,0,1,85,Apartment,1,Not Found,1,1,0,1,1,Beautiful Manhattan Apartment!,https://www.airbnb.com/rooms/1732893,9129754,4.5,1,Not Found,1,1
145,2,4.5,1,1,Futon,1,1,1,0,1,Moderate,0,1:00 PM,12:00 PM (noon),5.0,Not Found,4.0,5.0,0,1,0,1,Not Found,0,0,0,0,1,1,0,0,1,1,40.78951574105167,4226098,5.0,-73.9762074756785,$3700,0,1,88,Apartment,1,Not Found,0,0,0,1,1,Affordable Convenient Upper W 80's,https://www.airbnb.com/rooms/4226098,21930989,4.5,1,$975,1,1
146,3,4.5,1,1,Not Found,Not Found,2,1,1,1,Strict,0,4:00 PM,11:00 AM,5.0,$75,5.0,5.0,0,1,0,1,$35 / night after 2 guests,1,0,0,0,1,1,0,0,1,1,40.72244869277738,27883,5.0,-73.98526960801873,$1800,0,1,100,Apartment,1,$500,0,0,0,1,1,East Village Sanctuary,https://www.airbnb.com/rooms/27883,120223,4.5,1,Not Found,1,1
147,2,Not Found,1,1,Real Bed,1,1,1,1,0,Moderate,0,Not Found,Not Found,Not Found,$40,Not Found,Not Found,0,1,1,1,No Charge,0,0,0,1,1,1,0,0,1,1,40.80797295398925,6255325,Not Found,-73.93991893315611,Not Found,0,1,80,Apartment,1,Not Found,1,0,1,1,0,Bright room in the heart of Harlem,https://www.airbnb.com/rooms/6255325,24481091,Not Found,1,Not Found,1,1
148,2,4.5,1,1,Real Bed,0,1,1,1,0,Strict,1,3:00 PM,11:00 AM,5.0,$65,3.5,5.0,0,1,0,1,$10 / night after the first guest,0,0,0,0,1,1,0,0,1,1,40.774590802912066,4453564,4.5,-73.95191746916576,$3500,0,1,148,Apartment,1,$100,1,1,0,1,0,CHARMING BRIGHT & COZY UES STUDIO,https://www.airbnb.com/rooms/4453564,107567,4.0,1,$980,1,1
149,2,5.0,1,1,Real Bed,1,1,1,1,1,Strict,1,Not Found,Not Found,5.0,Not Found,5.0,5.0,0,1,1,1,No Charge,1,1,1,0,1,1,0,0,1,1,40.85227578104523,6249050,4.5,-73.93498181932405,Not Found,0,1,72,Apartment,1,Not Found,1,1,0,1,1,Huge 12 by 18 Ft Room in Manhattan!,https://www.airbnb.com/rooms/6249050,18418581,5.0,1,Not Found,1,1
150,2,4.5,1,1,Real Bed,1,1,1,1,0,Strict,1,Not Found,Not Found,4.5,Not Found,4.0,4.5,0,1,0,1,$19 / night after the first guest,1,1,1,0,1,1,0,0,1,1,40.820953488922235,903947,4.0,-73.93864076981225,Not Found,0,1,45,Apartment,1,Not Found,1,1,0,1,0,Beautiful Bedroom Manhattan ♥♥♥♥♥,https://www.airbnb.com/rooms/903947,4734398,4.5,1,Not Found,1,1
151,4,Not Found,0,1,Not Found,0,2,0,0,0,Flexible,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,0,0,0,No Charge,0,0,0,0,0,0,0,0,0,0,40.74432933311156,7223429,Not Found,-73.98247092828467,Not Found,0,0,160,Apartment,0,Not Found,0,0,0,0,0,Pinterest-esque space for stay,https://www.airbnb.com/rooms/7223429,26959087,Not Found,0,Not Found,0,0
152,2,5.0,1,1,Real Bed,1,1,1,1,0,Strict,1,3:00 PM,11:00 AM,5.0,$30,5.0,5.0,0,1,0,1,$20 / night after the first guest,0,0,0,0,1,1,0,0,1,1,40.72509621944964,4707862,5.0,-73.98786820493221,Not Found,0,1,190,Apartment,1,$200,0,1,0,1,1,Lovely Apt in Heart of East Village,https://www.airbnb.com/rooms/4707862,5450744,5.0,1,$1250,1,1
153,1,Not Found,1,1,Real Bed,1,1,1,1,0,Moderate,1,Not Found,Not Found,Not Found,$20,Not Found,Not Found,0,1,0,1,Not Found,1,1,0,0,1,1,1,0,0,1,40.78428375012741,6208855,Not Found,-73.94872286939606,Not Found,0,1,85,Apartment,1,$100,1,1,0,1,1,Upper East Side - Private Room,https://www.airbnb.com/rooms/6208855,32195844,Not Found,1,$579,1,1
154,3,Not Found,1,1,Real Bed,1,1,1,1,1,Flexible,1,Not Found,Not Found,Not Found,$75,Not Found,Not Found,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.73660838657042,7195748,Not Found,-74.00501196078042,Not Found,0,1,200,Apartment,1,Not Found,1,1,0,1,1,Gorgeous 1 BR West Village Apt!,https://www.airbnb.com/rooms/7195748,37681681,Not Found,1,Not Found,1,1
155,2,4.5,1,1,Pull-out Sofa,1,1,1,1,0,Strict,0,Not Found,Not Found,4.5,Not Found,4.5,4.5,0,1,0,1,$30 / night after the first guest,0,0,0,0,1,1,0,0,1,1,40.8040924018343,2858245,4.5,-73.95882836300034,Not Found,0,1,56,Apartment,1,Not Found,1,0,0,1,0,"UWS, near Central Park, subway",https://www.airbnb.com/rooms/2858245,2289652,4.5,1,Not Found,1,1
156,2,Not Found,1,1,Real Bed,1,1,1,1,0,Flexible,1,10:00 AM,3:00 PM,Not Found,Not Found,Not Found,Not Found,0,1,0,1,$20 / night after the first guest,1,1,1,0,1,1,0,0,1,1,40.724605651216834,7221177,Not Found,-74.00236098939567,$1999,1,1,88,Apartment,1,$95,1,1,0,1,1,Soho Artists Apartment,https://www.airbnb.com/rooms/7221177,37802442,Not Found,1,$550,1,1
157,2,5.0,1,1,Futon,1,1,1,1,1,Strict,0,Not Found,Not Found,5.0,$30,5.0,5.0,0,1,0,1,$20 / night after the first guest,0,0,0,0,1,1,0,0,1,1,40.784776798292796,6661700,5.0,-73.97838072626305,Not Found,0,1,75,Apartment,1,Not Found,0,0,0,1,1,Convenient UWS near Park and Subway,https://www.airbnb.com/rooms/6661700,34868208,5.0,1,Not Found,1,1
158,5,Not Found,1,1,Not Found,1,2,1,0,0,Strict,0,Not Found,4:00 PM,Not Found,Not Found,Not Found,Not Found,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,0,1,40.781699045545075,7161143,Not Found,-73.9843852884961,Not Found,0,1,140,Apartment,1,Not Found,1,1,0,1,0,Charming loft in Upper West Side,https://www.airbnb.com/rooms/7161143,17199646,Not Found,1,$1000,1,1
159,2,5.0,1,1,Real Bed,1,1,1,1,0,Moderate,1,Not Found,Not Found,5.0,$20,4.5,5.0,0,1,1,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.72825845592812,5180654,5.0,-73.98715948396938,Not Found,0,1,105,Apartment,1,Not Found,1,1,0,1,0,Quiet room on Saint Marks Pl,https://www.airbnb.com/rooms/5180654,6261649,4.5,1,Not Found,1,1
160,2,4.5,1,1,Real Bed,1,1,1,1,1,Strict,0,Not Found,Not Found,5.0,$50,5.0,5.0,0,1,0,1,Not Found,1,0,0,0,1,1,1,0,0,1,40.783014406821984,5699348,4.5,-73.95085013470414,$4000,0,1,160,Apartment,1,$150,0,1,0,1,1,Spacious UES 1 bedroom apartment,https://www.airbnb.com/rooms/5699348,8686625,4.5,1,$1100,1,1
161,1,Not Found,1,1,Real Bed,1,1,1,1,1,Flexible,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,Not Found,0,1,0,0,1,1,0,0,1,1,40.73529127153971,6853273,Not Found,-73.98029856877335,Not Found,0,1,45,Apartment,1,Not Found,1,1,0,1,1,Furnished bedroom in 2BR share,https://www.airbnb.com/rooms/6853273,4487277,Not Found,1,$280,1,1
162,2,Not Found,1,1,Real Bed,0,1,1,1,0,Flexible,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.73815292335909,7037453,Not Found,-74.00179461703264,Not Found,0,1,145,Condominium,1,Not Found,0,1,0,1,0,West Village/ Chelsea studio,https://www.airbnb.com/rooms/7037453,4419321,Not Found,1,Not Found,1,1
163,2,4.5,0,1,Real Bed,1,1,1,1,0,Strict,1,Not Found,Not Found,4.5,$97,4.5,4.5,0,1,0,1,Not Found,1,0,0,0,1,1,0,0,0,1,40.79765249985199,4412533,3.5,-73.94021982972873,Not Found,0,1,61,Apartment,1,$97,0,1,0,1,0,cozy tucked away in el barrio,https://www.airbnb.com/rooms/4412533,22904933,4.5,1,$385,1,1
164,2,4.5,1,1,Real Bed,0,1,1,0,1,Strict,1,Not Found,Not Found,4.5,$50,4.5,5.0,0,1,1,1,No Charge,0,0,0,0,1,1,1,0,1,1,40.77715959319361,2248956,4.5,-73.9874954510135,Not Found,0,1,150,Apartment,1,$100,1,1,0,1,1,Cozy Place in Manhattan ,https://www.airbnb.com/rooms/2248956,11485962,4.5,1,Not Found,1,1
165,2,4.5,1,1,Real Bed,0,1,1,1,1,Flexible,0,Not Found,Not Found,5.0,Not Found,5.0,5.0,0,1,0,1,No Charge,1,0,0,1,1,1,0,0,0,1,40.7703948427951,6686629,4.5,-73.94949222613587,Not Found,1,1,120,Apartment,1,Not Found,0,1,0,1,0,Bright spacious UES Studio,https://www.airbnb.com/rooms/6686629,34998131,4.5,1,Not Found,1,1
166,1,4.5,1,1,Real Bed,1,1,1,1,0,Moderate,1,Not Found,Not Found,5.0,$25,4.0,5.0,0,1,0,1,Not Found,0,1,0,0,1,1,0,0,1,1,40.75882215163689,3802538,5.0,-73.99167573673617,Not Found,0,1,99,Apartment,1,$99,1,1,0,1,0,Best location in NYC,https://www.airbnb.com/rooms/3802538,16677444,4.0,1,Not Found,1,1
167,2,5.0,1,1,Not Found,1,2,1,0,0,Flexible,1,Not Found,Not Found,5.0,Not Found,5.0,5.0,1,1,1,1,No Charge,1,1,0,0,1,1,1,0,1,1,40.794352880549546,4045195,4.0,-73.94260864005807,Not Found,1,1,120,Apartment,1,Not Found,0,1,0,1,1,A room with a private bathroom ,https://www.airbnb.com/rooms/4045195,20974315,5.0,1,$750,1,1
168,3,4.5,1,1,Real Bed,1,1,1,1,1,Strict,0,3:00 PM,12:00 PM (noon),5.0,$15,4.0,5.0,1,1,1,1,$10 / night after 2 guests,0,0,0,0,1,1,0,0,1,1,40.799919463502114,1916694,4.0,-73.93737825785918,Not Found,0,1,95,Apartment,1,Not Found,0,0,1,1,1,Room with private patio access!,https://www.airbnb.com/rooms/1916694,9939234,4.5,1,Not Found,1,1
169,1,Not Found,1,1,Real Bed,1,1,1,1,0,Moderate,0,Not Found,Not Found,Not Found,$50,Not Found,Not Found,0,1,1,1,Not Found,0,0,0,0,1,1,0,0,1,1,40.86954772364625,5363210,Not Found,-73.91784256300696,$1200,0,1,65,Apartment,1,$200,1,0,0,1,1,Private Room in Gorgeous Apartment,https://www.airbnb.com/rooms/5363210,27506188,Not Found,1,$400,1,1
170,4,4.5,1,1,Not Found,0,2,1,1,0,Flexible,0,3:00 PM,12:00 PM (noon),5.0,$35,4.5,5.0,0,1,1,1,$10 / night after 2 guests,0,0,0,1,1,1,0,0,1,1,40.820289812868374,2119216,4.0,-73.93861162314946,Not Found,0,1,80,Apartment,1,$100,1,1,0,1,1,"Private, Clean & Zen NYC Flat!",https://www.airbnb.com/rooms/2119216,10806025,4.5,1,Not Found,1,1
171,2,Not Found,1,1,Real Bed,0,1,1,1,0,Flexible,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,1,1,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.75859877079345,4662289,Not Found,-73.98934012780445,Not Found,0,1,95,Apartment,1,Not Found,0,1,0,1,0,Cozy Studio in Times Square,https://www.airbnb.com/rooms/4662289,24124559,Not Found,1,$650,1,1
172,1,4.0,1,1,Real Bed,1,1,1,1,1,Flexible,0,3:00 PM,12:00 PM (noon),5.0,$10,4.0,4.5,1,1,1,1,Not Found,0,1,1,0,1,1,1,0,1,1,40.79470836552418,4540408,5.0,-73.97117251270649,$1250,0,1,75,Apartment,1,Not Found,1,1,0,1,1,Manhattan Central park cozy room,https://www.airbnb.com/rooms/4540408,15201466,4.0,1,$450,1,1
173,2,Not Found,1,1,Real Bed,1,1,1,1,0,Moderate,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,1,1,1,$60 / night after the first guest,0,0,1,0,1,1,0,0,1,1,40.742047085089226,7221946,Not Found,-73.98116206764384,$1700,1,1,90,Apartment,1,Not Found,1,1,1,1,1,Kips Bay Quirky and Colorful Apt!,https://www.airbnb.com/rooms/7221946,15421273,Not Found,1,$500,1,1
174,3,4.0,1,1,Not Found,1,2,1,1,0,Flexible,0,Not Found,Not Found,5.0,Not Found,4.5,5.0,0,1,0,1,No Charge,0,0,0,1,1,1,0,0,1,1,40.826096190245316,5806273,4.5,-73.95138647464778,$1390,0,1,65,Apartment,1,Not Found,1,1,0,1,1,Great place to stay!,https://www.airbnb.com/rooms/5806273,23719409,4.5,1,$390,1,1
175,3,5.0,1,1,Real Bed,1,1,1,1,0,Strict,0,5:00 PM,12:00 PM (noon),5.0,Not Found,4.5,5.0,0,1,1,1,$15 / night after 2 guests,1,0,0,0,1,1,0,0,1,1,40.85029260028094,424917,4.0,-73.93316028394469,Not Found,0,1,75,Apartment,1,Not Found,0,0,0,1,1,Boutique Hotel Styled Apartment!,https://www.airbnb.com/rooms/424917,1533019,4.5,1,Not Found,1,1
176,4,4.5,1,1,Real Bed,1,1,1,1,1,Moderate,1,2:00 PM,11:00 AM,5.0,$50,5.0,5.0,0,1,0,1,$10 / night after 2 guests,1,1,1,0,1,1,0,0,1,1,40.80575280045636,4948364,5.0,-73.94952921183226,Not Found,0,1,100,House,1,$100,0,1,0,1,1,Private Studio in NYC Brownstone,https://www.airbnb.com/rooms/4948364,20665977,5.0,1,Not Found,1,1
177,2,5.0,1,1,Airbed,1,1,1,1,1,Strict,0,Not Found,12:00 PM (noon),5.0,$45,4.5,5.0,0,1,0,1,Not Found,0,0,0,0,1,1,0,0,1,1,40.78796095207412,1229274,4.5,-73.9580672907735,Not Found,0,1,94,Apartment,1,Not Found,0,1,0,1,1,SUNNY APARTMENT Nr CENTRAL PARK!,https://www.airbnb.com/rooms/1229274,6146579,5.0,1,Not Found,1,1
178,2,4.5,1,1,Not Found,1,2,1,1,0,Flexible,0,Not Found,Not Found,4.5,$25,4.5,4.5,0,1,0,1,$10 / night after the first guest,1,1,0,0,1,1,0,0,1,1,40.79767554108754,6541532,4.0,-73.95919391417812,$2200,0,1,90,Apartment,1,Not Found,0,1,0,1,0,Amazing UWS /Central Park West,https://www.airbnb.com/rooms/6541532,33975302,4.0,1,$625,1,1
179,2,4.5,1,1,Real Bed,1,1,1,1,0,Moderate,1,1:00 PM,11:00 AM,5.0,Not Found,4.5,5.0,0,1,0,1,No Charge,0,1,1,0,1,1,1,0,1,1,40.75731103682807,4261693,5.0,-73.98975649895284,Not Found,0,1,100,Apartment,1,Not Found,1,1,0,1,1,TimeSquare / Private Small RoOM,https://www.airbnb.com/rooms/4261693,10859211,4.5,1,Not Found,1,1
180,2,4.0,0,1,Real Bed,1,1,1,0,1,Moderate,0,5:00 PM,12:00 PM (noon),4.5,Not Found,3.0,5.0,0,1,1,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.785228330620924,5874385,4.0,-73.94431223285419,Not Found,0,1,70,Apartment,1,Not Found,0,1,0,1,1,Private Room Available in Manhattan,https://www.airbnb.com/rooms/5874385,30504672,4.0,1,Not Found,1,1
181,2,Not Found,1,1,Real Bed,1,1,1,1,0,Strict,0,Not Found,Not Found,Not Found,$70,Not Found,Not Found,0,1,1,1,No Charge,0,0,1,0,1,1,0,0,1,1,40.783031979934265,5568574,Not Found,-73.97679278367127,Not Found,0,1,135,Apartment,1,$200,0,1,0,1,0,Clean&Spacious 1BR in heart of UWS,https://www.airbnb.com/rooms/5568574,28869724,Not Found,1,Not Found,1,1
182,2,Not Found,1,1,Real Bed,1,1,1,1,1,Moderate,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,1,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.82231461714985,6933326,Not Found,-73.95626311944488,Not Found,0,1,99,Apartment,1,$200,1,1,0,1,1,NYC ROOM STUNNING LIGHT RIVER VIEW!,https://www.airbnb.com/rooms/6933326,25168888,Not Found,1,$459,1,1
183,2,Not Found,1,1,Real Bed,1,1,1,1,1,Flexible,1,Not Found,Not Found,Not Found,$25,Not Found,Not Found,0,1,0,1,Not Found,0,0,0,0,1,1,0,0,1,1,40.7180931411854,6971670,Not Found,-73.98964767091064,Not Found,0,1,120,Apartment,1,$100,1,1,0,1,1,Bright 1 Bdrm In Heart of LES,https://www.airbnb.com/rooms/6971670,8773106,Not Found,1,$800,1,1
184,2,4.5,1,1,Real Bed,1,1,1,0,0,Moderate,0,10:00 AM,12:00 PM (noon),4.5,$25,4.0,4.5,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.76097727650313,1218003,5.0,-73.99499495169071,Not Found,0,1,90,Apartment,1,Not Found,0,0,0,1,1,Private room in Midtown Manhattan,https://www.airbnb.com/rooms/1218003,6626827,4.5,1,$550,1,1
185,4,4.5,0,1,Not Found,0,2,1,1,0,Strict,0,1:00 PM,11:00 AM,5.0,$50,5.0,5.0,0,1,1,1,$20 / night after 2 guests,1,0,0,0,1,1,0,0,0,1,40.83669236719931,4191323,4.5,-73.94260789497812,Not Found,0,1,120,Apartment,1,Not Found,0,0,0,1,0, Apartment 3,https://www.airbnb.com/rooms/4191323,1163315,4.5,1,Not Found,1,1
186,2,Not Found,1,1,Real Bed,1,1,1,1,1,Flexible,1,Not Found,Not Found,Not Found,$50,Not Found,Not Found,0,1,0,1,Not Found,0,0,0,0,1,1,0,0,1,1,40.72414294413188,6846620,Not Found,-73.99508362213336,$3678,0,1,197,Apartment,1,Not Found,0,1,0,1,1,Entire Home in Downtown NYC,https://www.airbnb.com/rooms/6846620,4714528,Not Found,1,$1234,1,1
187,2,Not Found,1,1,Real Bed,1,1,1,1,1,Strict,1,3:00 PM,2:00 PM,Not Found,$70,Not Found,Not Found,1,1,1,1,Not Found,0,1,0,0,1,1,0,0,1,1,40.724587994366466,5940491,Not Found,-73.99543420861248,Not Found,0,1,200,Apartment,1,$150,1,1,0,1,1,Perfectly located 1 bedroom in Noho,https://www.airbnb.com/rooms/5940491,30840761,Not Found,1,Not Found,1,1
188,2,5.0,1,1,Real Bed,0,1,1,1,1,Moderate,1,Not Found,Not Found,5.0,$60,4.5,5.0,0,1,0,1,No Charge,1,0,0,0,1,1,0,0,1,1,40.7883179415022,1716285,5.0,-73.97699509735315,Not Found,1,1,120,Apartment,1,Not Found,1,1,0,1,1,Sunny Upper West Studio,https://www.airbnb.com/rooms/1716285,3421804,4.5,1,Not Found,1,1
189,5,Not Found,1,1,Not Found,0,2,1,0,0,Strict,1,2:00 PM,11:00 AM,Not Found,$50,Not Found,Not Found,0,1,0,1,$25 / night after the first guest,0,0,1,0,1,1,0,0,1,1,40.76850019274756,6569412,Not Found,-73.98104639542849,Not Found,0,1,200,Apartment,1,$100,1,1,0,1,1,"3 mins to Central Park, Time Square",https://www.airbnb.com/rooms/6569412,22603088,Not Found,1,Not Found,1,1
190,2,4.5,1,1.5,Real Bed,1,1,1,1,1,Moderate,1,3:00 PM,1:00 PM,5.0,Not Found,5.0,5.0,0,1,1,1,No Charge,1,0,1,0,1,1,0,0,1,1,40.82351239756453,4615631,4.5,-73.94046663865215,$2100,0,1,85,Apartment,1,Not Found,1,1,0,1,1,Charming Bedroom in Cozy NYC Apt.,https://www.airbnb.com/rooms/4615631,22350590,5.0,1,$550,1,1
191,2,4.5,1,1.5,Real Bed,1,1,1,0,0,Strict,1,2:00 PM,11:00 AM,4.0,$40,4.0,5.0,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,0,1,40.75702463303342,6545163,5.0,-73.99799215315544,$2300,0,1,80,Apartment,1,$150,0,1,0,1,1,Cozy Room #1  TIMES SQUARE :),https://www.airbnb.com/rooms/6545163,6430044,4.5,1,$550,1,1
192,2,5.0,1,0,Not Found,1,2,1,1,0,Strict,0,Not Found,Not Found,4.5,$15,5.0,5.0,0,1,1,1,$20 / night after the first guest,0,0,0,0,1,1,0,0,0,1,40.797937906684304,4568601,4.0,-73.94138951359906,Not Found,0,1,75,Apartment,1,Not Found,1,1,0,1,0,Trendy Huge Bedroom ★MANHATTAN★,https://www.airbnb.com/rooms/4568601,10280470,5.0,1,Not Found,1,1
193,2,5.0,1,1,Real Bed,0,1,1,1,1,Strict,0,3:00 PM,12:00 PM (noon),5.0,$50,5.0,5.0,0,1,1,1,Not Found,0,0,0,0,1,1,0,0,1,1,40.756188802894926,568392,4.5,-73.99950640066555,Not Found,0,1,145,Apartment,1,$150,1,0,0,1,1,CLEAN & CENTRAL Manhattan APT,https://www.airbnb.com/rooms/568392,2796909,5.0,1,Not Found,1,1
