,Accommodates,Accuracy,Air Conditioning,Bathrooms,Bed type,Bedrooms,Beds,Breakfast,Buzzer/Wireless Intercom,Cable TV,Cancellation,Carbon Monoxide Detector,Check In,Check Out,Checkin,Cleaning_Fee,Cleanliness,Communication,Doorman,Dryer,Elevator in Building,Essentials,Extra_People,Family/Kid Friendly,Fire Extinguisher,First Aid Kit,Free Parking on Premises,Gym,Heating,Hot Tub,Indoor Fireplace,Internet,Kitchen,Lat,ListingID,Location,Long,Monthly_Price,Pets Allowed,Pool,Price,Property type,Safety Card,Security_Deposit,Shampoo,Smoke Detector,Smoking Allowed,Suitable for Events,TV,Title,URL,UserID,Value,Washer,Weekly_Price,Wheelchair Accessible,Wireless Internet
328,2,Not Found,1,1,Real Bed,1,1,1,1,0,Flexible,1,Not Found,Not Found,Not Found,$45,Not Found,Not Found,0,1,0,1,$26 / night after the first guest,0,1,0,0,1,1,0,0,1,1,40.77890002055711,6600878,Not Found,-73.98024396743502,$2360,0,1,105,Apartment,1,Not Found,1,1,0,1,0,Bedroom + Patio in Beautiful Duplex,https://www.airbnb.com/rooms/6600878,17151340,Not Found,1,$720,1,1
329,2,5.0,1,1,Real Bed,1,1,1,0,0,Strict,1,2:00 PM,12:00 PM (noon),5.0,$75,5.0,5.0,0,1,0,1,Not Found,0,1,1,0,1,1,0,0,1,1,40.794172945012,1063020,4.5,-73.94376139550498,Not Found,0,1,150,House,1,Not Found,1,1,0,1,1,Apartment in a Private Brownstone,https://www.airbnb.com/rooms/1063020,5851210,5.0,1,Not Found,1,1
330,4,4.0,1,Not Found,Real Bed,1,1,1,1,1,Strict,1,Not Found,Not Found,4.5,$60,4.0,4.5,0,1,1,1,$20 / night after the first guest,1,0,1,1,1,1,0,0,1,1,40.77456230759734,39267,4.5,-73.95323162491285,$2450,0,1,99,Apartment,1,$100,1,1,0,1,1, CENTRAL PARK LOFT all for YOU,https://www.airbnb.com/rooms/39267,168417,4.0,1,$693,1,1
331,2,4.5,1,1,Real Bed,1,1,1,1,0,Flexible,1,Not Found,Not Found,5.0,Not Found,4.5,5.0,0,1,0,1,Not Found,0,0,0,0,1,1,0,0,1,1,40.76402270023862,1565808,4.5,-73.95920539411952,Not Found,0,1,140,Apartment,1,Not Found,1,1,0,1,1,Adorable 1 Bedroom Upper East Side,https://www.airbnb.com/rooms/1565808,8328624,4.5,1,$900,1,1
332,1,Not Found,1,1,Real Bed,1,1,1,1,1,Flexible,1,12:00 PM (noon),12:00 PM (noon),Not Found,Not Found,Not Found,Not Found,0,1,1,1,Not Found,1,0,1,0,1,1,0,0,1,1,40.79550789108874,4540185,Not Found,-73.94342078462108,Not Found,0,1,100,Apartment,1,Not Found,1,1,0,1,1,Cozy modern room near Central Park,https://www.airbnb.com/rooms/4540185,15418735,Not Found,1,$600,1,1
333,2,Not Found,1,1,Real Bed,1,1,1,1,1,Flexible,1,Not Found,Not Found,Not Found,$10,Not Found,Not Found,0,1,1,1,$10 / night after the first guest,1,0,1,0,1,1,0,0,1,1,40.71757610569549,5903889,Not Found,-73.9920106885641,Not Found,0,1,74,Apartment,1,Not Found,1,1,0,1,1,PRIVATE BEDROOM with AC,https://www.airbnb.com/rooms/5903889,30616009,Not Found,1,$500,1,1
334,2,Not Found,1,1,Real Bed,1,1,1,0,1,Strict,1,4:00 PM,Not Found,Not Found,Not Found,Not Found,Not Found,1,1,1,1,Not Found,1,1,1,0,1,1,0,0,0,1,40.75349345110695,6432951,Not Found,-73.97142467580672,Not Found,0,1,174,Other,1,Not Found,1,1,0,1,1,Deluxe Studio Hotel Room NYC,https://www.airbnb.com/rooms/6432951,17645516,Not Found,1,Not Found,1,1
335,5,5.0,1,1,Not Found,2,2,1,1,1,Strict,0,Not Found,Not Found,5.0,$20,5.0,5.0,0,1,0,1,No Charge,1,0,0,0,1,1,0,0,1,1,40.76128681556734,651761,5.0,-73.98955343290835,$3500,1,1,250,Apartment,1,Not Found,0,0,0,1,1,Midtown West 2 blocks from Times Sq,https://www.airbnb.com/rooms/651761,2494666,5.0,1,$1400,1,1
336,4,Not Found,1,1,Not Found,2,2,1,0,1,Strict,0,11:00 AM,Not Found,Not Found,$50,Not Found,Not Found,0,1,1,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.75905528389063,1213409,Not Found,-73.96674950908178,Not Found,0,1,200,Apartment,1,$100,0,1,0,1,1,Luxury 2Bed Highrise - Central Park,https://www.airbnb.com/rooms/1213409,5546696,Not Found,1,Not Found,1,1
337,3,Not Found,1,1,Real Bed,1,1,1,0,0,Flexible,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,No Charge,1,0,0,0,1,1,0,0,0,1,40.79103927212176,7198959,Not Found,-73.94783969088846,Not Found,1,1,75,Apartment,1,Not Found,1,1,1,1,1,Just steps from Central Park,https://www.airbnb.com/rooms/7198959,37694869,Not Found,1,Not Found,1,1
338,2,Not Found,0,1,Real Bed,1,1,1,0,0,Flexible,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,No Charge,0,1,0,0,1,1,0,0,0,1,40.721946834505545,7199512,Not Found,-73.98893692301051,Not Found,0,1,90,Apartment,1,Not Found,0,1,0,1,0,Room in Manhattan's lower east side,https://www.airbnb.com/rooms/7199512,6306632,Not Found,1,$500,1,1
339,1,Not Found,0,1,Real Bed,1,1,1,1,0,Flexible,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,1,1,Not Found,0,1,1,0,1,1,0,0,1,1,40.80403644970431,7010137,Not Found,-73.96246973834279,Not Found,0,1,65,Apartment,1,Not Found,0,1,0,1,1,"Big, well lit room near Columbia",https://www.airbnb.com/rooms/7010137,22664720,Not Found,1,$420,1,1
340,4,Not Found,1,1,Real Bed,2,1,1,1,1,Flexible,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,0,1,No Charge,1,1,0,0,1,1,0,0,0,1,40.76328765162878,7225680,Not Found,-73.9582720952766,Not Found,0,1,175,Apartment,1,Not Found,1,1,0,1,0,Spacious UES Private Apartment,https://www.airbnb.com/rooms/7225680,37785958,Not Found,1,$1100,1,1
341,3,5.0,1,1,Real Bed,1,1,1,0,0,Moderate,0,5:00 PM,12:00 PM (noon),5.0,Not Found,5.0,5.0,0,1,0,1,$20 / night after 2 guests,0,0,0,0,1,1,0,0,1,1,40.858875080582955,245504,4.0,-73.92886263265898,Not Found,0,1,69,Apartment,1,Not Found,0,0,0,1,0,One Fabulous Private Room,https://www.airbnb.com/rooms/245504,714200,5.0,1,Not Found,1,1
342,2,5.0,1,1,Real Bed,1,1,1,1,1,Flexible,1,Not Found,Not Found,5.0,$70,5.0,5.0,1,1,1,1,$20 / night after the first guest,0,1,1,0,1,1,1,0,1,1,40.772196875841516,6300191,5.0,-73.98689434061592,Not Found,0,1,125,Apartment,1,$300,1,1,0,1,1,Cozy Luxury~Pool~Views~Flex Bedroom,https://www.airbnb.com/rooms/6300191,6322938,4.5,1,Not Found,1,1
343,7,Not Found,1,2,Not Found,2,4,1,0,1,Flexible,1,Not Found,Not Found,Not Found,$95,Not Found,Not Found,0,1,0,1,$25 / night after 4 guests,0,0,1,1,1,1,0,0,1,1,40.78668930172148,6675194,Not Found,-73.9517638304221,Not Found,0,1,200,Apartment,1,$200,0,1,0,1,1,Cool & Rare Duplex in NYC! Park Ave,https://www.airbnb.com/rooms/6675194,30591839,Not Found,1,Not Found,1,1
344,1,5.0,1,1,Real Bed,1,1,1,1,0,Strict,0,Not Found,Not Found,4.5,Not Found,4.0,5.0,0,1,1,1,Not Found,0,1,0,0,1,1,0,0,1,1,40.80315840346831,4430722,4.5,-73.96943625215934,Not Found,0,1,85,Apartment,1,Not Found,1,1,0,1,0,Summer in the Upper West Side,https://www.airbnb.com/rooms/4430722,23001683,4.5,1,Not Found,1,1
345,2,4.5,1,1,Real Bed,0,1,1,1,0,Strict,1,7:00 PM,5:00 PM,5.0,$60,4.0,5.0,0,1,0,1,Not Found,1,0,0,0,1,1,0,0,1,1,40.77406912049427,5075659,4.5,-73.95237934578265,Not Found,0,1,119,Apartment,1,$200,1,1,0,1,1,Cozy New York Studio,https://www.airbnb.com/rooms/5075659,192852,4.5,1,Not Found,1,1
346,2,Not Found,1,1,Real Bed,1,1,1,1,1,Flexible,0,Not Found,Not Found,Not Found,$20,Not Found,Not Found,0,1,0,1,$10 / night after the first guest,0,0,0,0,1,1,0,0,1,1,40.789325558594435,888905,Not Found,-73.94932404055628,$1100,0,1,80,Apartment,1,$200,0,0,0,1,0,"Manhattan,next to subway,Private Rm",https://www.airbnb.com/rooms/888905,4714927,Not Found,1,$525,1,1
347,4,4.5,1,1,Not Found,1,3,1,1,0,Strict,1,1:00 PM,12:00 PM (noon),4.5,$60,4.5,4.5,0,1,0,1,$20 / night after the first guest,1,0,1,0,1,1,0,0,1,1,40.78854788015409,1133194,3.5,-73.9450674811657,Not Found,0,1,120,Apartment,1,Not Found,0,1,0,1,1,Cozy and comfortable apart. NYC,https://www.airbnb.com/rooms/1133194,149430,4.0,1,Not Found,1,1
348,2,Not Found,1,1,Real Bed,0,1,1,0,0,Moderate,0,Not Found,11:00 AM,Not Found,$50,Not Found,Not Found,0,1,0,1,Not Found,0,0,0,0,1,1,0,0,0,1,40.779866988392136,7196427,Not Found,-73.95130746173415,Not Found,0,1,130,Apartment,1,$300,0,0,0,1,0,Great Studio on UES (88th and 3rd),https://www.airbnb.com/rooms/7196427,13702937,Not Found,1,$840,1,1
349,2,4.5,1,1,Real Bed,1,1,1,1,0,Strict,0,1:00 PM,11:00 AM,5.0,$20,4.0,5.0,0,1,0,1,$15 / night after the first guest,0,1,0,0,1,1,0,0,0,1,40.72259312909368,3874023,5.0,-73.99371052138447,Not Found,0,1,95,Apartment,1,Not Found,0,0,0,1,1,Bay window room,https://www.airbnb.com/rooms/3874023,20014014,4.5,1,Not Found,1,1
350,2,5.0,1,1,Not Found,0,2,1,1,0,Flexible,0,Not Found,Not Found,5.0,Not Found,4.5,5.0,0,1,0,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.76310910845662,6502336,4.5,-73.96457863669968,$3000,0,1,125,Apartment,1,Not Found,0,1,0,1,0,UES Serenity & Midtown Convenience,https://www.airbnb.com/rooms/6502336,33987530,4.5,1,$850,1,1
351,2,4.5,1,1,Real Bed,1,1,1,1,1,Flexible,1,3:00 PM,12:00 PM (noon),4.5,Not Found,4.5,5.0,1,1,1,1,No Charge,0,1,1,0,1,1,0,0,1,1,40.795234898019956,5902822,4.5,-73.96326326065112,Not Found,0,1,235,Apartment,1,$200,0,1,0,1,1,"1 Bedroom, Central Park West!",https://www.airbnb.com/rooms/5902822,29394486,4.5,1,Not Found,1,1
352,2,Not Found,1,1,Not Found,0,2,1,1,0,Strict,1,Not Found,Not Found,Not Found,$100,Not Found,Not Found,1,1,1,1,No Charge,0,0,0,0,1,1,0,0,1,1,40.780273739841796,6436950,Not Found,-73.98488827081125,Not Found,0,1,175,Apartment,1,$1000,0,1,0,1,1,Studio near Parks/Metro - Elevator,https://www.airbnb.com/rooms/6436950,3563303,Not Found,1,Not Found,1,1
353,8,Not Found,1,5,Not Found,4,7,1,0,1,Strict,1,5:00 PM,11:00 AM,Not Found,$220,Not Found,Not Found,0,1,0,1,Not Found,1,1,1,0,1,1,0,0,1,1,40.8085721091383,7146121,Not Found,-73.93941292217333,$12000,0,1,550,Townhouse,1,$400,0,1,1,1,1,"Brownstone w/Yard, 4 bedroom 5 bath",https://www.airbnb.com/rooms/7146121,11156066,Not Found,1,Not Found,1,1
354,2,5.0,1,1,Futon,0,1,1,1,1,Moderate,1,4:00 PM,11:00 AM,5.0,$55,4.5,5.0,0,1,0,1,Not Found,0,1,1,0,1,1,0,0,1,1,40.80264651828223,2187860,4.5,-73.93684976773945,Not Found,0,1,100,Apartment,1,$100,0,1,1,1,1,Studio with Patio and Garden! ,https://www.airbnb.com/rooms/2187860,11156066,4.5,1,Not Found,1,1
355,4,4.5,1,1,Not Found,2,2,1,1,1,Strict,0,3:00 PM,11:00 AM,5.0,Not Found,4.5,5.0,0,1,0,1,$30 / night after 2 guests,1,1,1,0,1,1,1,0,1,1,40.757442227878364,5946960,4.5,-73.98453236123186,Not Found,0,1,219,Apartment,1,Not Found,1,0,0,1,1,"Cozy 2Bed, Times SQ Great Location!",https://www.airbnb.com/rooms/5946960,24076799,4.0,1,Not Found,1,1
356,2,Not Found,1,1,Real Bed,1,1,1,1,1,Strict,0,Not Found,Not Found,Not Found,$40,Not Found,Not Found,1,1,1,1,No Charge,1,1,1,0,1,1,0,0,1,1,40.759609030204274,7158637,Not Found,-73.99503264357844,Not Found,0,1,125,Apartment,1,$100,1,1,0,1,1,PRIVATE ROOM IN A DOORMAN BUILDING,https://www.airbnb.com/rooms/7158637,1911420,Not Found,1,Not Found,1,1
357,2,Not Found,1,1,Real Bed,1,1,1,0,0,Strict,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,0,1,1,1,No Charge,0,0,0,0,1,1,1,0,1,1,40.706119029759975,7220737,Not Found,-74.00885493514863,Not Found,1,1,69,Apartment,1,$95,1,1,0,1,0,Master bedroom near Wall St,https://www.airbnb.com/rooms/7220737,9911020,Not Found,1,Not Found,1,1
358,1,Not Found,1,1,Real Bed,0,1,1,0,0,Moderate,1,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1,1,1,1,Not Found,0,0,0,0,1,1,0,0,1,1,40.77888852644361,6198636,Not Found,-73.9815451820673,Not Found,0,1,190,Apartment,1,$150,1,1,0,1,1,Studio steps from park & train!,https://www.airbnb.com/rooms/6198636,31877774,Not Found,1,$1000,1,1
359,1,Not Found,0,1.5,Real Bed,1,1,1,1,0,Strict,0,Not Found,Not Found,Not Found,$90,Not Found,Not Found,1,1,1,1,Not Found,0,0,0,0,1,1,0,0,1,1,40.74844802894981,6748771,Not Found,-73.98720693458075,$1500,0,1,65,Apartment,1,$100,0,1,0,1,0,1 BR GREAT Location near Midtown,https://www.airbnb.com/rooms/6748771,34465067,Not Found,1,$420,1,1
